canonical_name,display_name,type,occurrences,distinct_works,cross_work,page_refs,name_variants,description
brimer,Brimer,spirit,5,kieckhefer_clm849,,"26r|experiment no. 10|p. 261–263, No. 10|p. 80–81",,function: inscribed on gold ring for raising dead person; bearer of consecrated ring in resuscitation ritual · role: demon inscribed on ring for life/death manipulation; demon named on consecrated ring for resurrection · rank: named demon; demon (resurrection ritual)
britonia,Britonia,spirit,1,kieckhefer_clm849,,48r,,role: invoked in exorcism formula
"britonia, bresis, diton, crasis, sanete, garbamion","Britonia, Bresis, Diton, Crasis, Sanete, Garbamion",spirit,1,kieckhefer_clm849,,48r,,role: named in middle conjuration
brunlo,Brunlo,spirit,3,kieckhefer_clm849,,p. 106|p. 207,,role: demon named in circle of names; named in protective circle; demonic spirit
buddha,Buddha,spirit,1,garnier_1909,,99-132,,"meaning: prophet, sage, teacher, wisdom, intellect, mind"
buddha (as mercury/thoth),Buddha (as Mercury/Thoth),spirit,1,garnier_1909,,p. 189,,role: human original identified with Cush
buddha (as tath/tat),Buddha (as Tath/Tat),spirit,1,garnier_1909,,p. 181,,role: god of the dead
buddha (sakya muni),Buddha (Sakya Muni),spirit,1,garnier_1909,,"p. 141, p. 142",,role: enlightened one; mortal avatar of supreme Buddha
buer,Buer,spirit,1,scot_1584,,,,description: A president who teaches philosophy and the virtue of herbs. · rank: president · power: teaches moral and natural philosophy; teaches logic; knows virtue of herbs
burnon,Burnon,spirit,1,kieckhefer_clm849,,[98r],,"quote: ""Neon, Burnon, Parli..."""
bylent,Bylent,spirit,1,kieckhefer_clm849,,[102v],,"quote: ""...Zymens, Bylent, Baruth..."""
bylet,Bylet,spirit,2,kieckhefer_clm849,,"n/a (Munich Handbook Clm 849, Expt. 23)|p. 207",,role: demonic spirit · rank: spirit (possibly alternate name for Lilith’s spirit/knight)
bylol,Bylol,spirit,1,liber_juratus,,19,,"quote: ""and their aides who are Bylol [later spelled Bibol], Milalu, and Abuzoba."""
byreoth,Byreoth,spirit,2,kieckhefer_clm849,,p. 97,,function: inscribed on image to gain favour · role: benevolent spirit who sows concord; demonic name inscribed on image in experiment no. 4
byreoth (bireoth),Byreoth (Bireoth),spirit,1,kieckhefer_clm849,,fol. 12r–13r,,function: appears in image ritual · rank: spiritus benignissimi
caatus,Caatus,spirit,1,kieckhefer_clm849,,361,,role: coadjutor of Sunday’s king
caci,Caci,spirit,1,kieckhefer_clm849,,357,,role: invoked in Friday's conjuration
cados,Cados,spirit,1,kieckhefer_clm849,,no. 37a,,role: divine name used in Kabbalistic-style conjurations
cados (variant of kadosh),Cados (variant of Kadosh),spirit,1,kieckhefer_clm849,,"69r, 69v, 70r, etc.",,function: used in conjurations · rank: divine name
caffan,Caffan,spirit,1,kieckhefer_clm849,,p. 349 (83r),,role: one of twelve names inscribed on crucible rim
cafia,Cafia,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
cafra,Cafra,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
cafriel,Cafriel,spirit,2,kieckhefer_clm849,,"79r, 72v|p. 345–346",,role: ruler of duodecima hora diei · rank: archangel/hour angel
cafziel,Cafziel,spirit,2,liber_juratus,,201|209,,"quote: ""these are: Bohel, Cafziel, Michrathon, Satquiel"""
cal,Cal,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
calius,Calius,spirit,1,kieckhefer_clm849,,48r,,role: invoked in demon conjuration
caltraa (nocturnal hour),Caltraa (nocturnal hour),spirit,1,kieckhefer_clm849,,78r,,function: bird magic · rank: hour ruler
caltrua,Caltrua,spirit,1,kieckhefer_clm849,,p. 344–345,,role: ruler of undecima hora noctis
cama (kham/ham),Cama (Kham/Ham),spirit,1,garnier_1909,,"p. 139, p. 140",,role: god of desire; identified with Osiris and Horus
cambores,Cambores,spirit,1,liber_juratus,,236,,function: excitans (raises spirits)
camoy,Camoy,spirit,2,kieckhefer_clm849,,"p. 207|section 7, Demons and Daimons",,role: demonic spirit · rank: demon
candas,Candas,spirit,1,kieckhefer_clm849,,361,,role: coadjutor of Sunday’s king
cannes (annedotus),Cannes (Annedotus),spirit,1,garnier_1909,,224–225,,"role: antediluvian teacher of arts, letters, and idolatry · nature: partly human, partly fish; a daemon"
caon,Caon,spirit,1,kieckhefer_clm849,,[98r],,"quote: ""Parli, Caon, Aepton..."""
caphael,Caphael,spirit,2,liber_juratus,,209|270-271,,"quote: ""Raphael, Caphael, Dardiel, Hurathapel, Hanael, Raquiel, Salguiel"""
captiel,Captiel,spirit,4,kieckhefer_clm849,,"361|71v, 75r, 76v|p. 336–345",,"role: prepositus diei septimo, id est Sabbati; angel of Saturday (7th day); seventh day’s angel (also Sarphiel) · rank: archangel"
captiel = caffriel,Captiel = Caffriel,spirit,1,kieckhefer_clm849,,Table E (37g),,functions: binding locations; burning vegetation · rank: angel
carab,Carab,spirit,1,kieckhefer_clm849,,49v,,role: one of 12 names to make spirits appear
"carab, riasteli, careb, basal, mistal, oronothel, fabanin, non, va, vatuel","Carab, Riasteli, Careb, Basal, Mistal, Oronothel, Fabanin, Non, Va, Vatuel",spirit,1,kieckhefer_clm849,,49r,,role: named in ear of boy to appear in basin
caramel,Caramel,spirit,1,kieckhefer_clm849,,p. 347 (80r),,role: one of seven names inscribed on love magic images
carbara,Carbara,spirit,1,kieckhefer_clm849,,p. 351 (84r),,role: one of fifteen names inscribed on army-dispersal image
careb,Careb,spirit,1,kieckhefer_clm849,,49v,,role: one of 12 names
caritas,Caritas,spirit,1,kieckhefer_clm849,,[98r],,"quote: ""Misericors, Caritas, Eternus..."""
caron (nocturnal hour),Caron (nocturnal hour),spirit,1,kieckhefer_clm849,,78r,,function: dream divination · rank: hour ruler
caror,Caror,spirit,1,kieckhefer_clm849,,p. 343–344,,role: ruler of septima hora diei
caror (hour name),Caror (hour name),spirit,1,kieckhefer_clm849,,77r,,function: make peace between kings · rank: hour ruler
cartel,Cartel,spirit,1,kieckhefer_clm849,,357,,role: invoked in Friday's conjuration
cartutay,Cartutay,spirit,2,kieckhefer_clm849,,fol. 14r|p. 92,,function: inscribed on stone for hatred ritual · role: one of four antipathetic names carved on a stone in experiment no. 5
"cartutay, momabel, sobil, geteritacon","Cartutay, Momabel, Sobil, Geteritacon",spirit,2,kieckhefer_clm849,,fols 13v–15r,,function: carved on stones for sowing enmity · role: antipathetic demon names
cason,Cason,spirit,3,kieckhefer_clm849,,65v|65v–65r bis|Table D (no. 34),,"function: responds about present, past, future, and hidden matters; gives favour of friends and enemies; gives dignities; reveals past/present/future; grants friendship and dignity; commands 45 legions · rank: duke; magnus dux; magnus dux et fortis · appearance: human, with large teeth and three horns, sharp sword in hand"
caspar,Caspar,spirit,2,kieckhefer_clm849,,"48r, 51r|[98v], [102r]",,role: One of the Three Magi; invoked in demon binding
"caspar, balthasar, melchior","Caspar, Balthasar, Melchior",spirit,2,kieckhefer_clm849,,"49r, 51r|p. 374 (98v), p. 376–377, 379",,role: Three Kings invoked in conjurations; Three Magi invoked
cassie,Cassie,spirit,1,kieckhefer_clm849,,358,,role: angel of Saturday's conjuration
castiel,Castiel,spirit,8,kieckhefer_clm849,,"271a, 272a|362|90, 156|p. 112|p. 342",,functions: mentioned among named angels · role: conjured spirit for constraint rituals; named in conjurations; conjuration spirit in bone ritual · rank: demon; angel
castuel,Castuel,spirit,2,kieckhefer_clm849,,357|p. [90v],,role: angelus mandans; angel mandating Saturn’s image
castyel,Castyel,spirit,1,kieckhefer_clm849,,p. 207,,role: demonic spirit
casziel,Casziel,spirit,2,liber_juratus,,298-299|67-68,,role: Leader of angels
cead,Cead,spirit,1,kieckhefer_clm849,,p. 350 (83v),,role: one of seven names inscribed on night image 2
cebal,Cebal,spirit,1,kieckhefer_clm849,,63r,,function: responds to conjuration in mirror ritual · rank: spirit
cedon,Cedon,spirit,1,kieckhefer_clm849,,51r,,role: invoked in No. 27-B
"cedon, zephata, eloym, eloyay","Cedon, Zephata, Eloym, Eloyay",spirit,1,kieckhefer_clm849,,51r,,role: named spirits to appear in boy’s palm
cerbelli,Cerbelli,spirit,1,kieckhefer_clm849,,351r,,"quote: ""...Cerbelli, Tyaurax."""
cheleb,Cheleb,spirit,1,scot_1584,,/page 532,,description: A devil that hurts by day.
cherubim,Cherubim,spirit,4,liber_juratus,,100-101|102|18|61,,"quote: ""Honorius differs however in the order, placing the Cherubim before Seraphim"""
cherubin,cherubin,spirit,1,kieckhefer_clm849,,[54v],,function: celestial order invoked in consecration · rank: angelic hierarchy
cherubin / seraphin,Cherubin / Seraphin,spirit,1,kieckhefer_clm849,,54v–58r,,role: highest angelic orders invoked in consecrations
chide,Chide,spirit,1,liber_juratus,,272-273,,role: ministers of the Tartarean seat
christus,Christus,spirit,1,kieckhefer_clm849,,[98r],,"quote: ""Rex, Christus, Pater..."""
chrysor,Chrysor,spirit,1,garnier_1909,,p. 234,,role: first of the Pagan gods
chrysor (hephaestus),Chrysor (Hephaestus),spirit,1,garnier_1909,,224–225,,"role: sixth descendant from Adam; inventor of words, charms, divinations"
cithe,Cithe,spirit,1,kieckhefer_clm849,,358,,role: blessed name of the Lord invoked in Saturday's conjuration
"coffossol, remlestar, el","Coffossol, Remlestar, El",spirit,1,kieckhefer_clm849,,no. 37q,,role: names in conjuration for concord
col,Col,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
coltasia,Coltasia,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
conadiuro famal,Conadiuro Famal,spirit,1,kieckhefer_clm849,,p. 351 (84r),,role: one of fifteen names inscribed on army-dispersal image
conassuor,Conassuor,spirit,1,kieckhefer_clm849,,p. 344–345,,role: ruler of nona hora noctis
conassuor (nocturnal hour),Conassuor (nocturnal hour),spirit,1,kieckhefer_clm849,,78r,,"function: bind tongues, gain access to rulers · rank: hour ruler"
constiel,Constiel,spirit,1,kieckhefer_clm849,,no. 37m/q,,role: angel constituted over the fifth image (Thursday)
cormes,Cormes,spirit,2,kieckhefer_clm849,,"[97v]|section 7, Demons and Daimons",,rank: demon
corniger,Corniger,spirit,2,liber_juratus,,280|319,,role: King of the south; King · meaning: Horn-bearing
cotroy,Cotroy,spirit,3,kieckhefer_clm849,,"21v|p. 207|p. 258, n.c",,role: demonic spirit; named in protective circle figure · rank: spiritus habitatores aque
crasis,Crasis,spirit,1,kieckhefer_clm849,,48r,,role: invoked in exorcism formula
"cronus (saturn, elder)","Cronus (Saturn, elder)",spirit,1,garnier_1909,,246-253,,"quote: """"the elder Cronus…is the same as Thoth, i.e., Cush."""""
cronus/saturn,Cronus/Saturn,spirit,1,garnier_1909,,"56, 59–60",,role: god
cul,Cul,spirit,1,kieckhefer_clm849,,p. 351 (84v),,role: one of twenty-five names inscribed on enemy-expulsion image
cundaz,Cundaz,spirit,1,kieckhefer_clm849,,p. 350 (84r),,role: one of six names inscribed on folio held by night image 2
cuninus,Cuninus,spirit,1,scot_1584,,,,description: he that preserved children from misfortune in the cradell
cupido,Cupido,spirit,2,kieckhefer_clm849,,p. 104,,role: demon inscribed on image to arouse sexual desire; inscribed on image’s genitals to arouse desire
curson,Curson,spirit,4,kieckhefer_clm849,,"Table D (no. 34)|p. 187|p. 191|section 7, Demons and Daimons",,"function: reveals present, past, future, and hidden matters (including deity and creation of world); gives excellent familiars; reveals divine and hidden matters, even regarding divinity and creation · rank: demon; king · appearance: man with crowned leonine face, viper in hand; rides horseback, trumpets proceeding; human and aerial body"
cutroy,Cutroy,spirit,5,kieckhefer_clm849,,20r|fol. 18v–19r|p. 207|p. 252–254,,function: castle conjurer; invoked in castle ritual · role: spiritus armigeri; one of fifteen spirits invoked for castle ritual · rank: squire spirit; spiritus armigeri
cvrson,Cvrson,spirit,1,kieckhefer_clm849,,65v–66r,,function: reveals hidden treasures; commands 22 legions · rank: magnus rex
cvson,Cvson,spirit,1,kieckhefer_clm849,,65v–65r bis,,rank: magnus rex est et fortis · appearance: Facies leonina coronatus est dyademate
cya,Cya,spirit,2,kieckhefer_clm849,,357,,role: invoked in Saturday's conjuration; invoked in Saturday’s second conjuration
dad,Dad,spirit,1,kieckhefer_clm849,,357,,role: invoked in Friday's conjuration
dada,Dada,spirit,1,kieckhefer_clm849,,357,,role: invoked in Friday's conjuration
daghyel (venus angel),Daghyel (Venus angel),spirit,1,kieckhefer_clm849,,70v,,function: ruler of 6th host · rank: angel
dagon,Dagon,spirit,1,garnier_1909,,239,,role: Worshipped as a daemon who taught Pagan religion
daimonia,daimonia,spirit,6,garnier_1909,,"210, 213–215|218–223|248|p. 152–154|p. 26 (CONTENTS)",,"function: gods of pagans, agents of necromancy; respond to necromantic invocations, perform signs and wonders · role: inhabit idols; worshipped as spirits of the dead; evil spirits, messengers/angels of the prince of demons; spirits invoked by magicians"
daimonia / devils,daimonia / devils,spirit,1,garnier_1909,,p. 372–378,,role: evil spirits
dalaph,Dalaph,spirit,1,kieckhefer_clm849,,p. 349 (83r),,role: one of twelve names inscribed on crucible rim
dalas,Dalas,spirit,1,kieckhefer_clm849,,p. 349 (83r),,role: one of four names inscribed on crucible mouth in night image 1
dalfat,Dalfat,spirit,1,kieckhefer_clm849,,p. 349 (83r),,role: one of twelve names inscribed on crucible rim
damay,Damay,spirit,1,kieckhefer_clm849,,"section 7, Demons and Daimons",,"quote: ""Damay could be Dahnay"""
damayn,Damayn,spirit,5,kieckhefer_clm849,,"26r|CLM 849, experiment no. 10|experiment no. 10|p. 207|p. 80–81",,function: inscribed inside gold ring for raising dead person · role: demon inscribed on ring interior; demonic spirit · rank: demon (unspecified); demon (resurrection ritual)
damayn (also damay/damayrt),Damayn (also Damay/Damayrt),spirit,1,kieckhefer_clm849,,"p. 261–263, No. 10; p. 262 n.d",,role: demon named on consecrated ring for resurrection
dana,Dana,spirit,1,kieckhefer_clm849,,p. 349 (83r),,role: one of twelve names inscribed on crucible rim
danmals,Danmals,spirit,2,kieckhefer_clm849,,37r fig.|p. 207,,role: demonic spirit
danoe,Danoe,spirit,1,kieckhefer_clm849,,363,,role: one of four names of the East
darail,Darail,spirit,2,kieckhefer_clm849,,p. 97,,function: inscribed on image to gain favour · role: benevolent spirit who sows concord; demonic name inscribed on image in experiment no. 4
darail (dorayl),Darail (Dorayl),spirit,1,kieckhefer_clm849,,fol. 12r–13r,,function: appears in image ritual · rank: spiritus benignissimi
dardiel,Dardiel,spirit,3,kieckhefer_clm849|liber_juratus,yes,209|76v|p. 342,,role: angelus assistens diei dominici · rank: angel
dasper,Dasper,spirit,1,kieckhefer_clm849,,48r,,role: variant name; invoked with Gospar et al.
dath,Dath,spirit,1,kieckhefer_clm849,,65r,,function: rebellious spirit absorbed by earth
dator et receptor,Dator et Receptor,spirit,1,kieckhefer_clm849,,[98r],,"quote: ""Primus et Nouissimus, Dator et Receptor..."""
dea myrionymus,Dea Myrionymus,spirit,1,garnier_1909,,63,,role: goddess
deber,Deber,spirit,1,scot_1584,,Page 532,,description: A devil that hurts by night.
dedeon,Dedeon,spirit,1,kieckhefer_clm849,,43v (No. 24),,role: invoked in crystal scrying; possibly angelic
deihel,Deihel,spirit,1,liber_juratus,,101,,"quote: ""proferri non debent, que sunt hec: (4) Deihel. Dehel. Depymo. Dein. Hel."""
demefin,Demefin,spirit,4,kieckhefer_clm849,,85 (note 23)|fol. 16r|p. 248–250,,function: banquet conjurer; invoked in banquet ritual · role: named spirit in circle inscription; one of sixteen spirits invoked for banquet ritual · rank: spirit; spiritus iocundissimi
"demefin, rodobayl, tamafin, abelutabel","Demefin, Rodobayl, Tamafin, Abelutabel",spirit,1,kieckhefer_clm849,,,,rank: names on second band of ring
demon (unnamed),Demon (unnamed),spirit,1,kieckhefer_clm849,,p.154–155,,role: summoned spirit
demon summoned by the spanish magician,demon summoned by the Spanish magician,spirit,1,kieckhefer_clm849,,n/a (exemplum narrative),,rank: demon
demor,Demor,spirit,4,kieckhefer_clm849,,fol. 18v–19r|p. 207|p. 252–254,,function: castle conjurer; invoked in castle ritual · role: spiritus armigeri; one of fifteen spirits invoked for castle ritual · rank: squire spirit; spiritus armigeri
denior,Denior,spirit,1,kieckhefer_clm849,,20r,,rank: spiritus armigeri
derketo,Derketo,spirit,1,garnier_1909,,"238, 239",,role: Goddess associated with Nephilim lineage
deseryon,Deseryon,spirit,1,kieckhefer_clm849,,p.21,,description: A mysterious divine or angelic name in consecration prayers
despan,Despan,spirit,3,kieckhefer_clm849,,p. 106|p. 207,,role: demon named in circle of names; named in protective circle; demonic spirit
deus inuisibilis,Deus inuisibilis,spirit,1,kieckhefer_clm849,,[55r],,function: used in consecration prayers · rank: divine name
devil,the devil,spirit,2,scot_1584,,"page 207, 213|page 467",,"description: A spirit mentioned in various contexts, including the letter to the devil and the debate over whether a spirit was raised.; The primary antagonist in the rituals and discussions of exorcism. · nature: Deceptive/Agent of error"
